_id,rollno,schoolname,visualScore,visualTime,audioScore,audioTime,kinestheticScore,kinestheticTime,readWriteScore,readWriteTime,predictedStyle
694134fc0ea401e84a5a38b4,47,lfsh,2,1162,3,281,9,456,6,161,Kinesthetic
694134fc0ea401e84a5a38bb,26,ryan international school,4,1647,0,627,2,204,9,1293,Read/Write
694134fd0ea401e84a5a38e6,20,miranda public school,8,827,1,1483,12,806,11,1084,Kinesthetic
694134fd0ea401e84a5a3911,42,nps,3,1995,13,493,2,210,0,621,Auditory
694134fd0ea401e84a5a3924,17,dpsbe,7,62,10,180,14,1021,15,323,Read/Write
694134fd0ea401e84a5a392b,36,st.vincent pallotti school,3,670,3,999,8,980,0,803,Kinesthetic
694134fd0ea401e84a5a3932,4,lfsh,12,1495,14,711,1,624,8,192,Auditory
694134fd0ea401e84a5a394b,19,st.vincent pallotti school,13,203,9,94,5,1215,7,710,Visual
694134fd0ea401e84a5a395e,3,lfsh,0,703,7,399,3,770,14,853,Read/Write
694134fd0ea401e84a5a3989,24,nps,9,1742,10,408,5,1178,12,1186,Read/Write
694135000ea401e84a5a39ae,14,dpsbe,9,1070,7,1346,10,1079,9,469,Kinesthetic
694135000ea401e84a5a39cd,39,lfsh,2,1153,5,1133,0,357,7,242,Read/Write
694135000ea401e84a5a3a6a,37,nps,8,870,11,857,4,373,7,194,Auditory
694135010ea401e84a5a3a89,45,lfsh,1,155,6,207,12,383,1,150,Kinesthetic
694135030ea401e84a5a3b03,27,nps,10,1867,9,156,1,592,1,861,Visual
693d035535fab56ec1fbf988,7,st. charles high school,8,36,9,32,10,37,11,51,Visual
693d055b35fab56ec1fbf98a,21,miranda public school,12,89,0,10,5,35,13,131,Read/Write
693d078635fab56ec1fbf98e,32,dpsbe,15,51,0,0,14,40,15,51,Auditory
693d08f035fab56ec1fbf993,18,st.vincent pallotti school,13,100,11,40,13,63,11,130,Read/Write
693d0ad635fab56ec1fbf996,31,ryan international school,10,83,12,27,9,40,12,76,Kinesthetic
693d1b8a58b4d2b5d2957197,11,schs,10,41,12,55,9,38,15,76,Visual
693d1bbe58b4d2b5d295719b,15,schs,13,44,15,26,7,30,7,42,Kinesthetic
693d28cb35fab56ec1fbf9e9,5,lfsh,15,216,0,0,14,99,11,417,Auditory
6940270535fab56ec1fc0362,18,ryan international school,15,3054,7,82,15,154,13,294,Read/Write
6940270535fab56ec1fc0362,18,ryan international school,15,3054,7,82,15,154,13,294,Read/Write
69413d02d7d68295d2ff121a,25,little flower english high school,9,64,12,52,9,66,13,105,Visual
69414683d7d68295d2ff125d,10,indian public school,11,298,14,125,5,423,11,298,Auditory
6941584bd7d68295d2ff12c7,77,XYZ School,10,41,10,23,12,39,4,26,Kinesthetic
694184fdd7d68295d2ff1384,14,st. charles high school,7,27,5,25,12,37,7,30,Kinesthetic
694266c67c599a12a237a192,40,ryan international school,11,67,11,34,14,65,14,64,Visual
6942c66b7c599a12a237a356,14,abc high school,5,56,8,72,10,86,7,68,Kinesthetic
6942ca0f7c599a12a237a364,10,ryan international school,13,37,11,27,12,38,12,52,Visual
6942e47b7c599a12a237a3ae,1,dps school,13,46,12,27,8,25,10,34,Visual
6943975a7c599a12a237a4aa,25,ryan international school,5,25,9,22,2,25,11,38,Read/Write
6943a9407c599a12a237a4f4,10,nps school,15,39,14,21,15,36,14,37,Visual
6944444f7c599a12a237a755,20,nps school,14,52,13,35,14,44,13,58,Kinesthetic
694448a27c599a12a237a75e,25,nps school,14,142,13,33,13,184,13,68,Visual
6944f0527c599a12a237a848,4,nps,14,64,6,46,8,42,8,65,Visual
6944f3947c599a12a237a851,111,kishor vidya bhavan,14,63,9,104,14,173,12,311,Visual
6944f6fb7c599a12a237a861,30,nps school,11,98,12,76,14,32,9,46,Kinesthetic
6944f8de7c599a12a237a868,6,ryan international school,12,432,14,295,0,10,0,14,Auditory
6944fa727c599a12a237a872,123,abc,0,0,0,0,0,0,13,196,Read/Write
6944fb327c599a121a237a874,3,schs,10,190,9,145,4,93,6,56,Visual
6944ff467c599a12a237a884,4,ryan international school,13,184,14,104,15,34,15,105,Kinesthetic
694502d47c599a12a237a88e,24,vydehi school,14,154,14,72,15,43,14,54,Kinesthetic
6944ff307c599a12a237a883,34,sea school,15,429,5,72,13,47,13,199,Visual
694506e67c599a12a237a898,21,st.vincent pallotti school,8,290,12,70,10,32,13,19,Read/Write
6945219b7c599a12a237a8eb,60,cmrit,11,210,14,118,0,24,0,67,Auditory
69454da37c599a12a237a9b7,35,vydehi international school,10,75,13,46,13,31,13,70,Kinesthetic
69456b5d7c599a12a237aa3b,50,vydehi international school,10,50,14,67,11,39,6,36,Auditory
69457dc27c599a12a237aa92,34,ryan international school,10,25,14,25,11,23,0,12,Auditory
69440921b4a81dfa68889dcb,14,scts,8,199,7,183,9,38,12,86,Read/Write
694588fb7c599a12a237aac0,27,new baldwin international school,15,266,15,122,11,32,15,108,Kinesthetic
6945abd67c599a12a237ab14,1,deens school,11,54,5,7,0,0,0,0,Visual
69463f157c599a12a237ac60,57,sudana residential school,13,197,13,157,10,123,7,108,Auditory
694659b2d7c599a12a237accc,21,little flower english high school,7,60,6,31,14,77,3,33,Kinesthetic
694659b2d7c599a12a237ac70,27,nps,10,100,14,50,9,20,14,150,Auditory
694134f90ea401e84a5a371b,44,schs,7,1253,7,508,5,779,1,1067,Visual
694134f90ea401e84a5a3722,34,dpsbe,3,1333,5,1547,11,917,11,1078,Auditory
694134f90ea401e84a5a3729,28,nps,8,143,0,223,2,938,11,211,Kinesthetic
694134f90ea401e84a5a3730,21,nps,15,944,4,1107,8,1424,2,559,Read\Write
694134f90ea401e84a5a3737,6,dpsbe,11,1030,5,990,5,258,0,1168,Read\Write
694134f90ea401e84a5a373e,32,schs,12,789,0,994,3,1073,11,1368,Read\Write
694134f90ea401e84a5a3745,9,ryan international school,9,1029,7,1310,7,459,0,989,Read\Write
694134f90ea401e84a5a374c,29,st.vincent pallotti school,5,372,12,823,3,1293,9,271,Visual
694134f90ea401e84a5a3753,7,st.vincent pallotti school,11,1352,10,292,2,983,10,591,Read\Write
694134f90ea401e84a5a375a,43,ryan international school,2,1472,0,1343,3,860,7,820,Kinesthetic
694134f90ea401e84a5a3767,33,nps,0,1073,5,590,12,95,8,790,Auditory
694134f90ea401e84a5a376e,12,dpsbe,4,1377,11,1691,9,569,2,690,Visual
694134f90ea401e84a5a3775,13,lfsh,13,146,4,848,12,507,0,875,Read\Write
694134f90ea401e84a5a377c,50,scts,4,943,1,632,11,1272,0,1272,Auditory
694134f90ea401e84a5a3783,38,scts,12,1439,15,539,14,897,14,717,Visual
694134f90ea401e84a5a378a,30,lfsh,1,1286,12,1437,13,423,8,1167,Auditory
694134f90ea401e84a5a3791,46,ryan international school,8,61,10,816,5,807,1,401,Visual
694134f90ea401e84a5a3798,5,st.vincent pallotti school,7,417,10,1469,6,152,13,588,Kinesthetic
694134f90ea401e84a5a37a5,25,schs,5,591,9,1632,1,281,2,450,Visual
694134f90ea401e84a5a37b2,35,st.vincent pallotti school,2,358,5,1783,7,30,10,1498,Kinesthetic
694134f90ea401e84a5a37b9,22,schs,4,1097,5,1453,4,845,9,966,Kinesthetic
694134f90ea401e84a5a37c0,8,lfsh,7,770,8,918,12,913,13,95,Kinesthetic
694134fa0ea401e84a5a37f2,23,ryan international school,4,1246,7,1362,1,1295,6,1077,Visual
694134fa0ea401e84a5a37ff,2,ryan international school,13,1259,5,1870,11,689,2,1298,Read\Write
694134fa0ea401e84a5a3812,16,dpsbe,0,933,7,667,3,346,4,413,Visual
694134fa0ea401e84a5a381f,10,nps,5,839,8,1331,4,773,9,617,Kinesthetic
694134fa0ea401e84a5a382d,48,nps,2,1417,5,1199,6,396,2,342,Auditory
694134fa0ea401e84a5a3834,18,miranda public school,12,1120,12,1601,7,447,11,507,Read\Write
694134fa0ea401e84a5a383b,40,miranda public school,11,179,6,1482,13,300,10,1156,Auditory
694134fa0ea401e84a5a3842,11,schs,12,644,4,1361,1,975,13,802,Kinesthetic
694134fa0ea401e84a5a3849,41,lfsh,5,106,7,1161,2,1200,1,1444,Visual
694134fa0ea401e84a5a3850,1,ryan international school,13,1153,11,57,0,364,2,1027,Read\Write
694134fa0ea401e84a5a3857,15,schs,14,543,1,104,11,293,2,440,Read\Write
694134fc0ea401e84a5a388f,49,schs,8,981,2,156,8,1078,13,451,Kinesthetic
694134fc0ea401e84a5a38b4,47,lfsh,6,161,2,1162,3,281,9,456,Kinesthetic
694134fc0ea401e84a5a38bb,26,ryan international school,9,1293,4,1647,0,627,2,204,Read\Write
694134fd0ea401e84a5a38e6,20,miranda public school,11,1084,8,827,1,1483,12,806,Kinesthetic
694134fd0ea401e84a5a3911,42,nps,0,621,3,1995,13,493,2,210,Auditory
694134fd0ea401e84a5a3924,17,dpsbe,15,323,7,62,10,180,14,1021,Read\Write
694134fd0ea401e84a5a392b,36,st.vincent pallotti school,0,803,3,670,3,999,8,980,Kinesthetic
694134fd0ea401e84a5a3932,4,lfsh,8,192,12,1495,14,711,1,624,Auditory
694134fd0ea401e84a5a394b,19,st.vincent pallotti school,7,710,13,203,9,94,5,1215,Visual
694134fd0ea401e84a5a395e,3,lfsh,14,853,0,703,7,399,3,770,Read\Write
694134fd0ea401e84a5a3989,24,nps,12,1186,9,1742,10,408,5,1178,Read\Write
694135000ea401e84a5a39ae,14,dpsbe,9,469,9,1070,7,1346,10,1079,Kinesthetic
694135000ea401e84a5a39cd,39,lfsh,7,242,2,1153,5,1133,0,357,Read\Write
694135000ea401e84a5a3a6a,37,nps,7,194,8,870,11,857,4,373,Auditory
694135010ea401e84a5a3a89,45,lfsh,1,150,1,155,6,207,12,383,Kinesthetic
694135030ea401e84a5a3b03,27,nps,1,861,10,1867,9,156,1,592,Visual
694135030ea401e84a5a3b3a,31,st. charles high school,10,360,15,119,8,403,3,944,Visual
694135b90ea401e84a5a4143,97,miranda public school,8,943,1,1743,15,164,4,699,Auditory
694135b90ea401e84a5a414a,135,dpsbe,0,716,0,1452,3,1183,11,594,Kinesthetic
694135b90ea401e84a5a4157,53,st.vincent pallotti school,9,5,12,1541,14,1499,4,267,Auditory
694135b90ea401e84a5a415e,226,ryan international school,9,876,15,701,5,674,15,315,Auditory
694135ba0ea401e84a5a416b,70,schs,12,163,11,50,2,872,10,1128,Read\Write
694135ba0ea401e84a5a4172,152,schs,8,634,15,1904,5,1408,10,705,Visual
694135ba0ea401e84a5a417f,88,lfsh,15,1285,3,218,2,119,3,1287,Read\Write
694135ba0ea401e84a5a4186,212,ryan international school,0,213,10,495,4,713,6,373,Visual
694135ba0ea401e84a5a4199,60,ryan international school,3,571,3,1990,6,1017,10,475,Kinesthetic
694135ba0ea401e84a5a41a0,161,little flower english high school,1,1134,0,515,14,262,9,626,Auditory
694135ba0ea401e84a5a41a7,77,indian public school,8,1066,7,194,10,1224,10,1214,Kinesthetic
694135ba0ea401e84a5a41ae,143,XYZ School,12,1082,4,1804,12,791,11,451,Auditory
694135ba0ea401e84a5a41b5,150,st. charles high school,0,1223,3,1077,15,959,13,274,Auditory
694135ba0ea401e84a5a41bc,198,ryan international school,5,81,3,1244,8,378,0,639,Auditory
694135ba0ea401e84a5a41c3,208,abc high school,13,515,8,927,9,1401,11,970,Read\Write
694135ba0ea401e84a5a41ca,86,ryan international school,7,1388,5,1455,0,867,3,655,Read\Write
694135ba0ea401e84a5a41d1,67,dps school,0,739,8,553,4,915,7,1045,Visual
694135ba0ea401e84a5a41de,190,ryan international school,13,1346,9,1796,6,364,13,181,Kinesthetic
694135ba0ea401e84a5a41e5,106,nps school,15,16,0,1018,8,1322,10,461,Read\Write
694135ba0ea401e84a5a41f2,118,nps school,13,721,9,587,9,1488,0,691,Read\Write
694135ba0ea401e84a5a41f9,204,nps school,8,146,9,758,9,1380,1,95,Visual
694135ba0ea401e84a5a4200,56,nps,6,28,0,695,0,337,6,307,Read\Write
694135ba0ea401e84a5a420d,240,kishor vidya bhavan,9,537,3,350,0,877,14,1385,Kinesthetic
694135ba0ea401e84a5a4214,166,nps school,13,152,2,365,3,1018,8,855,Read\Write
694135ba0ea401e84a5a421b,94,ryan international school,1,714,12,1371,13,162,1,25,Visual
694135ba0ea401e84a5a4222,173,abc,5,1230,12,1337,1,133,9,36,Visual
694135ba0ea401e84a5a4235,83,schs,11,1046,0,1248,14,55,13,500,Auditory
694135ba0ea401e84a5a423c,147,ryan international school,8,1379,5,90,6,504,1,747,Read\Write
694135ba0ea401e84a5a4249,105,vydehi school,12,891,13,781,10,935,3,1351,Visual
694135ba0ea401e84a5a4256,169,sea school,5,1112,12,1058,0,649,7,903,Kinesthetic
694135ba0ea401e84a5a425d,250,st.vincent pallotti school,0,360,7,1395,13,412,1,163,Auditory
694135bb0ea401e84a5a4264,224,cmrit,4,150,14,1343,2,624,8,489,Visual
694135bb0ea401e84a5a426b,151,vydehi international school,13,828,7,1383,5,221,14,564,Kinesthetic
694135bb0ea401e84a5a427e,196,vydehi international school,3,522,0,761,2,371,11,1386,Kinesthetic
694135bb0ea401e84a5a4285,231,ryan international school,1,815,0,1447,12,996,15,62,Kinesthetic
694135bb0ea401e84a5a428c,187,scts,2,162,9,610,11,1258,0,920,Auditory
694135bb0ea401e84a5a4293,181,new baldwin international school,10,616,12,1970,9,936,12,152,Kinesthetic
694135bb0ea401e84a5a429a,132,deens school,1,1374,9,1041,8,1381,0,1005,Visual
694135bb0ea401e84a5a42a1,158,sudana residential school,13,950,9,997,11,955,10,415,Read\Write
694135bb0ea401e84a5a42ae,165,little flower english high school,0,648,2,1169,13,1176,9,1051,Auditory
694135bb0ea401e84a5a42b5,66,st.vincent pallotti school,7,438,11,1424,1,1180,14,363,Kinesthetic
694135bb0ea401e84a5a42bc,216,kishor vidya bhavan,14,1323,6,1144,14,760,3,780,Auditory
694135bb0ea401e84a5a42c9,112,little flower english high school,2,331,12,1883,7,769,5,722,Visual
694135bb0ea401e84a5a42d6,174,sudana residential school,0,1435,10,641,2,229,8,726,Visual
694135bb0ea401e84a5a42e3,183,vydehi school,9,544,14,272,2,281,4,643,Visual
694135bb0ea401e84a5a42f0,186,lfsh,15,869,7,1076,8,376,14,416,Read\Write
694135bb0ea401e84a5a42f7,245,sea school,4,1021,1,572,7,1485,12,88,Kinesthetic
694135bb0ea401e84a5a42fe,114,nps,6,140,6,717,13,1494,7,1156,Auditory
694135bb0ea401e84a5a4305,176,scts,4,352,1,1425,5,326,4,579,Auditory
694135bb0ea401e84a5a430c,229,abc high school,0,1400,10,850,15,75,6,708,Auditory
694135bb0ea401e84a5a4325,203,dpsbe,7,190,10,153,9,1113,11,1146,Kinesthetic
694135bb0ea401e84a5a432c,117,new baldwin international school,6,419,9,278,14,650,5,1214,Auditory
694135bb0ea401e84a5a4333,61,scts,0,970,11,640,1,303,4,158,Visual
694135bb0ea401e84a5a434c,125,abc high school,12,595,9,430,11,933,15,712,Kinesthetic
694135bb0ea401e84a5a4353,93,abc high school,5,1438,6,1856,6,1107,1,167,Auditory
694135bc0ea401e84a5a4360,108,abc,4,749,6,1406,11,1456,14,139,Kinesthetic
694135bc0ea401e84a5a4373,95,abc,11,973,6,1134,2,433,4,806,Read\Write
694135bc0ea401e84a5a4386,201,scts,12,111,8,1109,12,1229,13,125,Kinesthetic
694135bc0ea401e84a5a438d,126,dpsbe,9,380,2,1024,3,799,4,866,Read\Write
694135bc0ea401e84a5a4394,102,vydehi school,14,588,4,972,14,1260,14,1429,Read\Write
694135bc0ea401e84a5a439b,209,deens school,2,1037,2,1842,2,384,3,136,Kinesthetic
694135bc0ea401e84a5a43a2,84,nps school,6,105,15,1838,15,933,1,578,Auditory
694135bc0ea401e84a5a43af,123,indian public school,14,432,12,1077,14,689,9,10,Read\Write
694135bc0ea401e84a5a43b6,205,abc,5,753,12,1341,9,753,2,187,Visual
694135bc0ea401e84a5a43bd,139,sea school,10,160,4,1156,11,90,14,756,Kinesthetic
694135bc0ea401e84a5a43c4,110,vydehi international school,5,551,9,10,11,69,1,916,Auditory
694135bc0ea401e84a5a43cb,133,st.vincent pallotti school,7,946,6,1687,14,189,3,571,Auditory
694135bc0ea401e84a5a43d2,120,st. charles high school,0,543,12,1802,10,233,7,772,Visual
694135bc0ea401e84a5a43df,211,vydehi international school,15,885,15,337,12,630,13,529,Visual
694135bc0ea401e84a5a43fe,131,ryan international school,9,1289,6,1505,0,649,4,438,Read\Write
694135bc0ea401e84a5a441d,238,kishor vidya bhavan,14,141,13,513,2,917,6,728,Read\Write
694135bc0ea401e84a5a4424,170,vydehi international school,1,832,2,1166,0,1068,10,263,Kinesthetic
694135bc0ea401e84a5a4437,160,dpsbe,4,566,11,542,7,88,8,343,Visual
694135bd0ea401e84a5a4444,188,st.vincent pallotti school,1,11,5,1657,3,108,7,1173,Kinesthetic
694135bd0ea401e84a5a444b,249,vydehi international school,1,1220,6,1613,14,1359,8,739,Auditory
694135bd0ea401e84a5a445e,127,indian public school,4,890,3,925,4,474,10,653,Kinesthetic
694135bd0ea401e84a5a4465,178,vydehi school,13,1014,3,1290,5,844,2,323,Read\Write
694135bd0ea401e84a5a4472,92,kishor vidya bhavan,9,1172,5,1260,4,1378,9,689,Kinesthetic
694135bd0ea401e84a5a4479,65,st. charles high school,4,115,2,993,11,1125,0,130,Auditory
694135bd0ea401e84a5a4492,73,XYZ School,5,414,9,1172,12,235,1,39,Auditory
694135bd0ea401e84a5a44ab,129,dpsbe,7,998,0,1349,8,771,13,1391,Kinesthetic
694135bd0ea401e84a5a44b8,134,st.vincent pallotti school,10,1049,14,726,3,764,1,434,Visual
694135bd0ea401e84a5a44c5,194,dps school,11,1141,10,871,14,599,10,1085,Auditory
694135bd0ea401e84a5a44cc,136,nps school,6,1117,10,975,3,185,3,736,Visual
694135bd0ea401e84a5a44d3,234,vydehi school,4,1340,9,1689,0,1002,0,578,Visual
694135bd0ea401e84a5a44e0,138,lfsh,4,1162,0,831,1,993,6,443,Kinesthetic
694135bd0ea401e84a5a44ed,248,nps,8,746,4,1653,2,1383,1,613,Read\Write
694135bd0ea401e84a5a44f4,104,dps school,15,628,3,1572,15,248,13,1043,Auditory
694135f90ea401e84a5a45bb,239,abc high school,2,219,1,402,11,1470,14,1338,Kinesthetic
694135f90ea401e84a5a45c2,122,miranda public school,15,292,11,140,14,1090,3,168,Read\Write
694135f90ea401e84a5a45cf,225,sudana residential school,13,1251,1,1591,6,1260,12,1114,Read\Write
694135f90ea401e84a5a45d6,59,little flower english high school,4,27,0,944,4,503,1,1179,Read\Write
694135f90ea401e84a5a45f5,215,little flower english high school,4,206,3,1026,2,425,9,1108,Kinesthetic
694135f90ea401e84a5a4608,54,sudana residential school,3,998,6,602,11,81,0,1403,Auditory
694135f90ea401e84a5a4627,89,new baldwin international school,1,258,9,66,1,891,14,1266,Kinesthetic
694135f90ea401e84a5a462e,79,schs,13,802,7,1393,9,1155,9,452,Read\Write
694135f90ea401e84a5a4635,140,abc high school,7,104,10,832,15,1275,13,1349,Auditory
694135fa0ea401e84a5a4642,72,sudana residential school,15,1041,3,1802,15,869,0,1353,Kinesthetic
694135fa0ea401e84a5a464f,163,vydehi international school,11,197,8,612,13,1218,0,420,Auditory
694135fa0ea401e84a5a467a,182,abc,2,1015,8,609,7,392,0,318,Visual
694135fa0ea401e84a5a4681,207,ryan international school,14,953,11,1265,9,151,13,339,Read\Write
694135fa0ea401e84a5a4688,189,sudana residential school,6,908,9,264,8,611,9,73,Kinesthetic
694135fa0ea401e84a5a468f,220,new baldwin international school,7,393,2,1141,6,911,1,1378,Read\Write
694135fa0ea401e84a5a4696,87,dps school,14,1221,13,1852,14,164,15,905,Kinesthetic
694135fa0ea401e84a5a46a9,111,vydehi school,3,1060,1,141,13,1332,3,680,Auditory
694135fa0ea401e84a5a46b0,217,sea school,15,359,5,13,4,1226,11,690,Read\Write
694135fa0ea401e84a5a46b7,236,sea school,0,512,2,6,2,707,14,363,Kinesthetic
694135fa0ea401e84a5a46c4,130,vydehi international school,12,1259,8,700,0,68,11,992,Read\Write
694135fa0ea401e84a5a46cb,171,dpsbe,4,393,5,630,10,707,11,1079,Kinesthetic
694135fa0ea401e84a5a46d8,68,cmrit,4,1132,4,1220,11,530,6,563,Auditory
694136190ea401e84a5a4729,119,little flower english high school,10,520,0,1999,9,921,13,1144,Kinesthetic
6941361a0ea401e84a5a4748,55,dps school,7,1416,11,337,15,231,6,1097,Auditory
6941361a0ea401e84a5a4767,52,schs,13,335,5,1252,9,1108,9,1212,Read\Write
6941361a0ea401e84a5a476e,149,st. charles high school,3,479,0,1665,15,341,4,363,Auditory
6941361a0ea401e84a5a477b,124,sudana residential school,14,247,13,1504,13,1083,2,423,Read\Write
6941361a0ea401e84a5a4788,121,nps,11,260,10,302,0,1005,5,1217,Read\Write
6941361a0ea401e84a5a478f,206,abc high school,11,612,11,1244,11,1024,4,624,Read\Write
6941361a0ea401e84a5a47a2,192,XYZ School,15,462,3,169,14,1223,5,1213,Read\Write
6941361a0ea401e84a5a47a9,69,ryan international school,1,403,12,223,6,1268,7,200,Visual
6941361a0ea401e84a5a47b0,144,schs,0,1269,8,980,8,649,5,788,Auditory
6941361a0ea401e84a5a47c3,58,nps school,5,328,1,149,13,1019,10,1044,Auditory
6941361a0ea401e84a5a47d0,81,vydehi school,7,846,3,1891,5,210,0,1111,Read\Write
6941361a0ea401e84a5a47dd,71,sea school,8,989,0,1649,9,243,9,1048,Auditory
6941361a0ea401e84a5a4808,80,cmrit,1,233,2,1595,1,769,14,740,Kinesthetic
6941361b0ea401e84a5a4815,241,miranda public school,12,1327,1,1755,3,1236,2,1459,Read\Write
6941361b0ea401e84a5a481c,91,little flower english high school,0,1025,11,126,7,1434,4,772,Visual
6941361b0ea401e84a5a4829,233,st. charles high school,2,1080,2,407,8,816,3,575,Auditory
6941361b0ea401e84a5a483c,142,schs,15,1071,9,622,14,890,9,1446,Read\Write
6941361b0ea401e84a5a485b,195,new baldwin international school,3,789,12,1113,13,175,8,169,Visual
6941361b0ea401e84a5a4862,62,st. charles high school,1,401,12,482,6,954,6,36,Visual
6941361b0ea401e84a5a487b,51,nps,7,719,2,1636,15,43,3,503,Auditory
6941361b0ea401e84a5a488e,128,sudana residential school,14,1086,2,653,14,1413,9,1013,Read\Write
6941361b0ea401e84a5a48a1,85,nps,15,1046,13,222,7,1098,9,1018,Read\Write
6941361b0ea401e84a5a48d8,218,kishor vidya bhavan,8,925,0,1529,9,1389,11,1121,Kinesthetic
6941361b0ea401e84a5a48e5,153,sudana residential school,0,492,2,1094,13,185,9,1078,Auditory
6941361c0ea401e84a5a48f8,219,deens school,11,1240,8,123,13,1098,0,948,Auditory
6941361c0ea401e84a5a4905,154,kishor vidya bhavan,14,1416,11,917,3,1073,2,601,Read\Write
6941361c0ea401e84a5a4942,115,little flower english high school,14,721,13,900,9,1100,10,441,Read\Write
6941361c0ea401e84a5a4962,141,dps school,15,216,9,1810,9,782,10,344,Read\Write
6941361c0ea401e84a5a496f,230,dps school,4,944,13,1996,13,540,11,1438,Auditory
6941361c0ea401e84a5a4976,179,schs,10,1110,9,1447,15,315,10,951,Auditory
6941361c0ea401e84a5a4995,185,dps school,11,985,13,653,15,1500,5,575,Auditory
6941361c0ea401e84a5a49b4,237,dps,2,654,3,1317,3,1343,9,925,Kinesthetic
6941361c0ea401e84a5a49bb,75,st. charles high school,3,998,1,570,8,117,10,1241,Kinesthetic
6941361c0ea401e84a5a49c8,64,st.vincent pallotti school,10,863,14,579,6,950,12,1384,Visual
6941361c0ea401e84a5a49cf,162,scts,5,578,9,131,7,162,14,783,Kinesthetic
6941361c0ea401e84a5a49d6,200,scts,10,983,9,1554,1,1265,12,1043,Read\Write
6941361d0ea401e84a5a4a37,107,ryan international school,3,845,5,120,10,1201,8,891,Auditory
6941361d0ea401e84a5a4a3e,175,ryan international school,11,1345,3,1579,2,815,7,133,Read\Write
6941361d0ea401e84a5a4a45,177,vydehi,13,1198,6,496,15,1089,8,18,Auditory
6941361d0ea401e84a5a4a4c,232,cmrit,12,1411,6,1457,11,1257,15,1416,Kinesthetic
6941361d0ea401e84a5a4aae,76,nps,15,1304,4,913,12,1009,9,96,Read\Write
6941361e0ea401e84a5a4b03,113,nps,13,106,2,1738,12,1036,2,598,Read\Write
6941361e0ea401e84a5a4b4c,167,miranda public school,6,99,3,765,11,1442,2,250,Auditory
6941361e0ea401e84a5a4b71,78,sea school,15,919,6,119,0,1189,13,1025,Read\Write
